COD INEP;Escola;COD Municipio;Cidade;COD UF;UF;Alunos na região urbana;Alunos na região rural;Total de alunos que não reside em localização diferenciada;Total de alunos residente em área remanescente de quilombo;Total de alunos residente em área indígena;Total de alunos residente em área de assentamento;Total de alunos que não utilizam transporte escolar público;Total de alunos que utilizam transporte escolar público;Total de alunos que não utilizam Tração Animal;Total de alunos que utilizam Tração Animal
29009995;ESCOLA MUNICIPAL JOSE BONIFACIO;2930907;Tabocas do Brejo Velho;29;BA;1,0;7,0;;;;;7,0;1,0;1,0;
29010039;ESC MUN JOSE LOURENCO DE SOUZA;2930907;Tabocas do Brejo Velho;29;BA;1,0;14,0;;;;;14,0;1,0;1,0;
29010020;ESCOLA MUNICIPAL DIVINO PAI ETERNO;2930907;Tabocas do Brejo Velho;29;BA;4,0;36,0;;;;;37,0;3,0;3,0;
29378397;ESCOLA MUNICIPAL LUCIA GONCALVES DE ARAUJO;2930907;Tabocas do Brejo Velho;29;BA;4,0;49,0;;;;;42,0;11,0;11,0;
29434874;ESCOLA MUNICIPAL RUI BARBOSA;2930907;Tabocas do Brejo Velho;29;BA;137,0;32,0;2,0;;;;155,0;14,0;14,0;
29378427;ESCOLA MUNICIPAL JOAQUIM PEDRO DA SILVA;2930907;Tabocas do Brejo Velho;29;BA;1,0;35,0;4,0;;;;5,0;31,0;31,0;
29010373;ESCOLA MUNICIPAL REINO DA ALEGRIA;2930907;Tabocas do Brejo Velho;29;BA;179,0;47,0;1,0;;;;195,0;31,0;31,0;
29231809;PREDIO ESCOLAR MARISE REBOUCAS DE SOUZA;2918803;Laje;29;BA;1,0;43,0;;;;;1,0;43,0;43,0;
29231434;PREDIO ESCOLAR FRANCISCO DE JESUS LOBO;2918803;Laje;29;BA;2,0;41,0;;;;;;43,0;43,0;
29231418;ESCOLA MUNICIPAL MADRE MARIA DO ROSARIO DE ALMEIDA;2918803;Laje;29;BA;6,0;330,0;17,0;;;;47,0;289,0;289,0;
29231477;PREDIO ESCOLAR NEUSA REIS ANDRADE;2918803;Laje;29;BA;;64,0;;;;;1,0;63,0;63,0;
29231825;PREDIO ESCOLAR SERRA DO FRIO;2918803;Laje;29;BA;1,0;81,0;5,0;;;;;82,0;82,0;
29231817;PREDIO ESCOLAR PROFA NILZE FERREIRA DA SILVA;2918803;Laje;29;BA;4,0;47,0;1,0;;;;3,0;48,0;48,0;
29231752;PREDIO ESCOLAR ARTUR RAMOS DE ANDRADE;2918803;Laje;29;BA;;42,0;;;;;;42,0;42,0;
29231795;PREDIO ESCOLAR LUDGERO DE S LIMA;2918803;Laje;29;BA;63,0;18,0;1,0;;;;18,0;63,0;63,0;
29231620;ESCOLA MUNICIPAL EUFROSINA ALMEIDA;2918803;Laje;29;BA;4,0;282,0;9,0;;;;114,0;172,0;172,0;
29231787;PREDIO ESCOLAR LIDIA DE ALMEIDA ASSIS;2918803;Laje;29;BA;11,0;264,0;2,0;;;;108,0;167,0;167,0;
29231582;ESCOLA PROFESSOR PADRE WALTER JORGE PINTO DE ANDRADE;2918803;Laje;29;BA;262,0;167,0;1,0;;;;79,0;350,0;350,0;
29402960;ESCOLA MUNICIPAL ANTONIO CARLOS SOUTO;2918803;Laje;29;BA;249,0;502,0;4,0;;;;141,0;610,0;610,0;
29231400;PREDIO ESCOLAR LEONEL BRITO;2918803;Laje;29;BA;;78,0;;;;;12,0;66,0;66,0;
29231710;PREDIO ESC JESUINA PINHEIRO DE ANDRADE;2918803;Laje;29;BA;;82,0;4,0;;;;;82,0;82,0;
29337305;EE - ESCOLA MUNICIPAL MARILDA SAMPAIO DE ALMEIDA;2918803;Laje;29;BA;96,0;252,0;3,0;;;;73,0;275,0;275,0;
29231760;PREDIO ESCOLAR DR EUCLIDES SOUZA SAMPAIO;2918803;Laje;29;BA;8,0;78,0;7,0;;;;6,0;80,0;80,0;
29231485;PREDIO ESCOLAR NILDA SOUZA FONSECA;2918803;Laje;29;BA;;33,0;;;;;;33,0;33,0;
29231272;EDUCANDARIO OLIVA ARAUJO;2918803;Laje;29;BA;74,0;25,0;1,0;;;;93,0;6,0;6,0;
29231396;PREDIO ESCOLAR JOSUE NUNES BITTENCOURT;2918803;Laje;29;BA;;6,0;;;;;;6,0;6,0;
29231337;PREDIO ESCOLAR DUQUE DE CAXIAS;2918803;Laje;29;BA;1,0;10,0;;;;;;11,0;11,0;
29231388;PREDIO ESCOLAR JOSE BONIFACIO;2918803;Laje;29;BA;;12,0;;;;;;12,0;12,0;
29231450;PREDIO ESCOLAR MILTON DA SILVA ASSIS;2918803;Laje;29;BA;;33,0;1,0;;;;19,0;14,0;14,0;
29231590;PREDIO ESCOLAR QUILOMBO I;2918803;Laje;29;BA;;18,0;;;;;;18,0;18,0;
29231663;PREDIO ESCOLAR CLEONICE B ANDRADE;2918803;Laje;29;BA;1,0;19,0;1,0;;;;;20,0;20,0;
29231728;PREDIO ESC PE EDEZIO DE JESUS RIBEIRO;2918803;Laje;29;BA;;32,0;;;;;1,0;31,0;31,0;
29231736;PREDIO ESCOLAR 20 DE JUNHO;2918803;Laje;29;BA;2,0;31,0;;;;;1,0;32,0;32,0;
29368855;ESCOLA JULIO FRANCISCO DOS SANTOS;2928109;Santa Maria da Vitória;29;BA;;380,0;19,0;;;;134,0;246,0;246,0;
29014328;ESC ANTONIO R DA MATA;2928109;Santa Maria da Vitória;29;BA;1,0;198,0;1,0;;;100,0;2,0;197,0;197,0;
29015146;ESCOLA RAUL DE SOUZA LEAO;2928109;Santa Maria da Vitória;29;BA;5,0;135,0;2,0;;;;37,0;103,0;103,0;
29015294;ESCOLA MANOEL COELHO;2928109;Santa Maria da Vitória;29;BA;1,0;106,0;10,0;;;;50,0;57,0;57,0;
29330858;ESCOLA MUNICIPAL CORNELIO FERREIRA DO NASCIMENTO;2928109;Santa Maria da Vitória;29;BA;2,0;116,0;2,0;;;;52,0;66,0;66,0;
29014522;ESCOLA JEREMIAS RODRIGUES DA SILVA;2928109;Santa Maria da Vitória;29;BA;1,0;276,0;248,0;;;;96,0;181,0;181,0;
29014310;ESCOLA MOISES MARQUES DA SILVA;2928109;Santa Maria da Vitória;29;BA;5,0;167,0;4,0;;;;;172,0;172,0;
29015367;ESCOLA MUN TITO LIVIO NOGUEIRA SOARES;2928109;Santa Maria da Vitória;29;BA;;102,0;5,0;;;;37,0;65,0;65,0;
29014867;ESCOLA BOA ESPERANCA;2928109;Santa Maria da Vitória;29;BA;1,0;140,0;3,0;;;;31,0;110,0;110,0;
29385423;ESCOLA OLIMPIO FERNANDES LEAO;2928109;Santa Maria da Vitória;29;BA;1,0;142,0;6,0;;;;37,0;106,0;106,0;
29465362;ESCOLA MUNICIPAL JOSE ALVARES BRANDAO;2928109;Santa Maria da Vitória;29;BA;;244,0;25,0;;;;19,0;225,0;225,0;
29014930;ESCOLA MUNICIPAL D PEDRO II;2928109;Santa Maria da Vitória;29;BA;3,0;45,0;1,0;;;;;48,0;48,0;
29015278;ESCOLA MUNICIPAL ISIDORO AFONSO DE OLIVEIRA;2928109;Santa Maria da Vitória;29;BA;;108,0;1,0;;;;16,0;92,0;92,0;
29403995;CENTRO EDUCACIONAL SANTAMARIENSE;2928109;Santa Maria da Vitória;29;BA;231,0;5,0;1,0;;;;236,0;;;
29330564;ESCOLA MUNICIPAL DEPUTADO ULISSES GUIMARAES;2928109;Santa Maria da Vitória;29;BA;148,0;3,0;9,0;;;;151,0;;;
29421403;CENTRO EDUCACIONAL JR RIBEIRO;2928109;Santa Maria da Vitória;29;BA;199,0;2,0;4,0;;;;201,0;;;
29014948;ESCOLA MUNICIPAL MARILENE DE JESUS CARDOSO MATOS;2928109;Santa Maria da Vitória;29;BA;129,0;;12,0;;;;129,0;;;
29358744;ESCOLA EVANGELICA ROSA MAGALHAES;2928109;Santa Maria da Vitória;29;BA;311,0;8,0;15,0;;;;319,0;;;
29014271;COL POPULAR OLIVEIRA MAGALHAES;2928109;Santa Maria da Vitória;29;BA;208,0;11,0;;;;;219,0;;;
29330602;ESCOLA PARQUE DE EXPOSICAO;2928109;Santa Maria da Vitória;29;BA;163,0;17,0;3,0;;;;180,0;;;
29403871;ESCOLA EVANGELICA ASSEMBLEIA DE DEUS;2928109;Santa Maria da Vitória;29;BA;221,0;10,0;21,0;;;;231,0;;;
29330467;ESCOLA MUNICIPAL MACONICA ESTRELA DO ORIENTE;2928109;Santa Maria da Vitória;29;BA;117,0;7,0;9,0;;;;124,0;;;
29015243;GRUPO ESCOLAR DR BRUNO MARTINS DA CRUZ NETO;2928109;Santa Maria da Vitória;29;BA;128,0;4,0;104,0;;;;132,0;;;
29015170;ESCOLA SANTO ANTONIO;2928109;Santa Maria da Vitória;29;BA;;34,0;;;;1,0;34,0;;;
29453607;ESCOLA CIRANDA DO SABER;2928109;Santa Maria da Vitória;29;BA;156,0;3,0;2,0;;;;159,0;;;
29014573;ESCOLA MUNICIPAL DEPUTADO SEBASTIAO FERREIRA DA SILVA;2928109;Santa Maria da Vitória;29;BA;77,0;5,0;32,0;;;;79,0;3,0;3,0;
29014727;ESCOLA MUNICIPAL ROBERTO BORGES;2928109;Santa Maria da Vitória;29;BA;282,0;2,0;;;;;281,0;3,0;3,0;
29330670;ESCOLA MUNICIPAL SEN JOSAPHAT MARINHO;2928109;Santa Maria da Vitória;29;BA;252,0;5,0;4,0;;;;253,0;4,0;4,0;
29014239;EE - CENTRO ESTADUAL DE EDUCACAO SANTA MARIENSE;2928109;Santa Maria da Vitória;29;BA;160,0;5,0;;;;;161,0;4,0;4,0;
29014344;ESC BENTO MANOEL DA SILVA;2928109;Santa Maria da Vitória;29;BA;;37,0;;;;;22,0;15,0;15,0;
29851793;ESCOLA SEBASTIAO XAVIER MORENO;2928109;Santa Maria da Vitória;29;BA;1,0;24,0;1,0;;;;5,0;20,0;20,0;
29014719;ESCOLA MUNICIPAL CASSIMIRO MOREIRA DOS SANTOS;2928109;Santa Maria da Vitória;29;BA;;23,0;22,0;;;;1,0;22,0;22,0;
29014832;ESCOLA MUNICIPAL ARNALDO PEREIRA;2928109;Santa Maria da Vitória;29;BA;306,0;26,0;14,0;;;;309,0;23,0;23,0;
29015014;ESCOLA MUN DE 1º GRAU JOSE TEIXEIRA DE OLIVEIRA;2928109;Santa Maria da Vitória;29;BA;421,0;54,0;14,0;;;;443,0;32,0;32,0;
29037328;ESCOLA MUNICIPAL DE TAPERA;2902708;Barra;29;BA;;205,0;202,0;;;;35,0;170,0;170,0;
29036208;ESCOLA MUNICIPAL ARCANJA MARIA;2902708;Barra;29;BA;3,0;152,0;150,0;;;;28,0;127,0;127,0;
29036755;ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO JUA;2902708;Barra;29;BA;;183,0;55,0;;;124,0;57,0;126,0;126,0;
29036780;ESCOLA MUNICIPAL SAO GONCALO;2902708;Barra;29;BA;;171,0;168,0;;;;;171,0;171,0;
29036526;ESCOLA MUNICIPAL SANTO ANTONIO;2902708;Barra;29;BA;;82,0;20,0;55,0;;;10,0;72,0;72,0;
29418704;ESCOLA MUNICIPAL EVARISTO JOSE DOS REIS;2902708;Barra;29;BA;179,0;79,0;251,0;;;;165,0;93,0;93,0;
29383587;ESCOLA MUNICIPAL SR DO BONFIM VEREDA SACAO;2902708;Barra;29;BA;1,0;232,0;226,0;;;;;233,0;233,0;
29036828;ESCOLA MUNICIPAL DE PRIMAVERA;2902708;Barra;29;BA;1,0;124,0;122,0;;;;8,0;117,0;117,0;
29036437;ESCOLA MUNICIPAL ESPIRITO SANTO;2902708;Barra;29;BA;;177,0;177,0;;;;4,0;173,0;173,0;
29464315;ESCOLA MUNICIPAL HELCIO FREITAS DE ANDRADE;2902708;Barra;29;BA;172,0;64,0;215,0;5,0;;;79,0;157,0;157,0;
29456843;ESCOLA MUNICIPAL PROFA MARIA DAS CANDEIAS DE SOUZA SANTOS;2902708;Barra;29;BA;345,0;73,0;408,0;;;;332,0;86,0;86,0;
29036259;ESCOLA MUNICIPAL CESARIO JOSE DE SANTANA;2902708;Barra;29;BA;;111,0;111,0;;;;3,0;108,0;108,0;
29436354;ESCOLA MUNICIPAL PROFESSORA SYLVIA ARAUJO;2902708;Barra;29;BA;379,0;145,0;505,0;;;;314,0;210,0;210,0;
29037140;ESCOLA MUNICIPAL NECY NOVAES;2902708;Barra;29;BA;173,0;23,0;194,0;;;;132,0;64,0;64,0;
29436362;ESCOLA MUNICIPAL DE CAMACARI UMBURANA;2902708;Barra;29;BA;;119,0;117,0;;;;1,0;118,0;118,0;
29036305;ESCOLA PROFESSORA EUTALIA DE OLIVEIRA SANTOS;2902708;Barra;29;BA;29,0;286,0;302,0;;;;7,0;308,0;308,0;
29037409;ESCOLA MUNICIPAL SANTA MONICA;2902708;Barra;29;BA;1,0;151,0;151,0;;;;10,0;142,0;142,0;
29405661;ESCOLA MUNICIPAL MARCOS ANTONIO SA SANTOS;2902708;Barra;29;BA;3,0;142,0;141,0;;;;41,0;104,0;104,0;
29036836;ESCOLA MUNICIPAL DO LIMOEIRO;2902708;Barra;29;BA;;278,0;269,0;;;;;278,0;278,0;
29037255;ESCOLA MUNICIPAL MANOEL DOS REIS;2902708;Barra;29;BA;;197,0;186,0;;;;138,0;59,0;59,0;
29036941;ESCOLA MUNICIPAL SANTA LUZIA;2902708;Barra;29;BA;;168,0;162,0;;;;132,0;36,0;36,0;
29036984;ESCOLA MUNICIPAL SANTA CLARA;2902708;Barra;29;BA;;133,0;133,0;;;;88,0;45,0;45,0;
29036445;ESCOLA MUNICIPAL JONAS ARAUJO;2902708;Barra;29;BA;610,0;31,0;618,0;;;;469,0;172,0;172,0;
29405599;COLEGIO MUNICIPAL IRMA MARIA JULIA DE ARAUJO LIMA;2902708;Barra;29;BA;178,0;16,0;192,0;;;;149,0;45,0;45,0;
29037506;ESCOLA MUNICIPAL SAO JOSE CAB SAO GONCALO;2902708;Barra;29;BA;;142,0;142,0;;;;17,0;125,0;125,0;
29036690;ESCOLA MUNICIPAL NOSSA SRA DA CONCEICAO PORTO DE PALHA;2902708;Barra;29;BA;;181,0;180,0;;;;69,0;112,0;112,0;
29037298;ESCOLA MUNICIPAL DE FAZENDA SACO;2902708;Barra;29;BA;;159,0;158,0;;;;29,0;130,0;130,0;
29037301;ESCOLA MUNICIPAL DE PASSAGEM;2902708;Barra;29;BA;;81,0;74,0;;;;48,0;33,0;33,0;
29037379;ESCOLA MUNICIPAL SANTANA;2902708;Barra;29;BA;;118,0;118,0;;;;30,0;88,0;88,0;
29418658;ESCOLA MUNICIPAL BOA ESPERANCA CAMPO ALEGRE;2902708;Barra;29;BA;;174,0;173,0;;;;18,0;156,0;156,0;
29036666;ESCOLA MUNICIPAL DE DOIS RIACHOS;2902708;Barra;29;BA;;41,0;41,0;;;;;41,0;41,0;
29036429;ESCOLA MUNICIPAL ENGENHEIRO HALFELD;2902708;Barra;29;BA;;154,0;152,0;;;;4,0;150,0;150,0;
29037247;ESCOLA MUNICIPAL PROFESSORA ODETE ALMEIDA DO VALE;2902708;Barra;29;BA;222,0;6,0;217,0;;;2,0;188,0;40,0;40,0;
29037158;ESCOLA MUNICIPAL PROFESSOR ANTONIO MARQUES DE OLIVEIRA;2902708;Barra;29;BA;264,0;56,0;308,0;;;;252,0;68,0;68,0;
29036798;ESCOLA MUNICIPAL BONFIM BREJO BONFIM;2902708;Barra;29;BA;1,0;110,0;107,0;;;;28,0;83,0;83,0;
29383595;COLEGIO MUNICIPAL FELISBERTO CAMANDAROBA;2902708;Barra;29;BA;1,0;257,0;256,0;;;;258,0;;;
29037204;ESCOLA MUNICIPAL DR AUGUSTO TORRES;2902708;Barra;29;BA;;6,0;6,0;;;;6,0;;;
29468850;CENTRO EDUCACIONAL ALIANCA;2902708;Barra;29;BA;71,0;6,0;1,0;;;;77,0;;;
29037271;ESCOLA MUNICIPAL SAO PEDRO;2902708;Barra;29;BA;1,0;;1,0;;;;1,0;;;
29036151;COLEGIO SANTA EUFRASIA;2902708;Barra;29;BA;402,0;7,0;47,0;;;;409,0;;;
29037352;ESCOLA MUNICIPAL DE SAQUINHO;2902708;Barra;29;BA;2,0;23,0;25,0;;;;24,0;1,0;1,0;
29037182;ESCOLA MUNICIPAL OTAVIO DE OLIVEIRA SANTOS FAZ ESTREITO;2902708;Barra;29;BA;;3,0;3,0;;;;;3,0;3,0;
29036925;ESCOLA MUNICIPAL SANTA ROSA;2902708;Barra;29;BA;10,0;51,0;59,0;;;;58,0;3,0;3,0;
29036950;ESCOLA MUNICIPAL DE PRATOS FINOS;2902708;Barra;29;BA;;6,0;6,0;;;;2,0;4,0;4,0;
29383870;ESCOLA MUNICIPAL FAZENDA PAULISTA;2902708;Barra;29;BA;;22,0;21,0;;;;18,0;4,0;4,0;
29473535;ESCOLA MUNICIPAL PROFESSOR LAVIO PEREIRA DE CARVALHO;2902708;Barra;29;BA;103,0;9,0;102,0;;;;106,0;6,0;6,0;
29424275;ESCOLA MUNICIPAL DE CAPRICHO;2902708;Barra;29;BA;;11,0;11,0;;;;5,0;6,0;6,0;
29383560;ESCOLA MUNICIPAL DE AMARRA COURO;2902708;Barra;29;BA;3,0;26,0;27,0;;;;21,0;8,0;8,0;
29037166;ESCOLA MUNICIPAL DR JOAO DAS NEVES LEITE;2902708;Barra;29;BA;415,0;25,0;432,0;;;;432,0;8,0;8,0;
29037280;ESCOLA MUNICIPAL SANTO ANTONIO PORTO ALEGRE;2902708;Barra;29;BA;;155,0;153,0;;;;146,0;9,0;9,0;
29036917;ESCOLA MUNICIPAL SOLDADO FALU;2902708;Barra;29;BA;;10,0;10,0;;;;;10,0;10,0;
29037034;ESCOLA MUNICIPAL VISCONDE DO BOM CONSELHO;2902708;Barra;29;BA;;238,0;231,0;1,0;;;227,0;11,0;11,0;
29037344;ESCOLA MUNICIPAL DO BOQUEIRAO;2902708;Barra;29;BA;2,0;10,0;12,0;;;;;12,0;12,0;
29405602;CENTRO EDUCACIONAL MENINO JESUS;2902708;Barra;29;BA;11,0;2,0;13,0;;;;;13,0;13,0;
29036313;ESCOLA MUNICIPAL CASTRO ALVES PAU D ARCO;2902708;Barra;29;BA;9,0;52,0;61,0;;;;45,0;16,0;16,0;
29424216;ESCOLA MUNICIPAL DE NOVA UNIAO;2902708;Barra;29;BA;;42,0;38,0;;;;24,0;18,0;18,0;
29037476;ESCOLA MUNICIPAL DE TORRINHA;2902708;Barra;29;BA;2,0;58,0;21,0;21,0;;18,0;41,0;19,0;19,0;
29383579;COLEGIO MUNICIPAL DR AECIO MEIRELES DE SOUZA DANTAS;2902708;Barra;29;BA;151,0;1,0;144,0;;;;129,0;23,0;23,0;
29036631;ESCOLA MUNICIPAL MONSENHOR OMENA;2902708;Barra;29;BA;;170,0;8,0;158,0;;;144,0;26,0;26,0;
29337038;ESCOLA MUNICIPAL DE IGARITE;2902708;Barra;29;BA;4,0;267,0;190,0;3,0;;68,0;242,0;29,0;29,0;
29036186;ESCOLA MUNICIPAL ALEIXO DE OLIVEIRA;2902708;Barra;29;BA;;32,0;32,0;;;;1,0;31,0;31,0;
29207436;ESCOLA MUNICIPAL PEDRO ARAUJO;2913002;Ibitiara;29;BA;;45,0;;;;;2,0;43,0;43,0;
29206855;COLEGIO MUNICIPAL PROFªMªEULICE DE MENEZES PORTO;2913002;Ibitiara;29;BA;138,0;162,0;;;;;52,0;248,0;248,0;
29206987;ESCOLA MUNICIPAL MANOEL PEDRO OLIVEIRA;2913002;Ibitiara;29;BA;10,0;156,0;1,0;;;;44,0;122,0;122,0;
29207177;ESCOLA MUNICIPAL LUCIA ROSA DOS SANTOS;2913002;Ibitiara;29;BA;16,0;124,0;;;;;31,0;109,0;109,0;
29384702;ESCOLA MUNICIPAL JOSE PEREIRA DE ARAUJO;2913002;Ibitiara;29;BA;9,0;241,0;3,0;;;;30,0;220,0;220,0;
29206910;ESC DO 1 GRAU PROF MARIA M XAVIER;2913002;Ibitiara;29;BA;178,0;106,0;1,0;;;;70,0;214,0;214,0;
29206871;ESC MUN FLORENTINO FERREIRA DE OLIVEIRA;2913002;Ibitiara;29;BA;4,0;38,0;;;;;;42,0;42,0;
29206952;ESCOLA MUNICIPAL DIRETOR JOEL PORTO DE OLIVEIRA;2913002;Ibitiara;29;BA;15,0;192,0;;;;;78,0;129,0;129,0;
29207169;ESC MIGUEL ARAUJO;2913002;Ibitiara;29;BA;12,0;159,0;;;;;51,0;120,0;120,0;
29207053;ESCOLA JOANA ANGELICA;2913002;Ibitiara;29;BA;4,0;13,0;;;;;17,0;;;
29207649;ESCOLA MUNICIPAL DE SANTA QUITERIA;2913002;Ibitiara;29;BA;1,0;15,0;;;;;16,0;;;
29207142;ESCOLA MUNICIPAL MARTIM AFONSO DE SOUZA;2913002;Ibitiara;29;BA;1,0;20,0;2,0;;;;18,0;3,0;3,0;
29206979;ESCOLA MUNICIPAL DE TANQUINHO;2913002;Ibitiara;29;BA;3,0;25,0;;;;;13,0;15,0;15,0;
29206901;ESCOLA MUNICIPAL DOM MARCOS DE NORONHA;2913002;Ibitiara;29;BA;;24,0;1,0;;;;1,0;23,0;23,0;
29207827;ESCOLA MUNICIPAL DE VILA NOVA;2913002;Ibitiara;29;BA;3,0;36,0;;;;;12,0;27,0;27,0;
29397251;ESCOLA MUNICIPAL SEBASTIANA BRANDAO PEREIRA;2913002;Ibitiara;29;BA;;61,0;7,0;;;;32,0;29,0;29,0;
29278864;ESCOLA MUNICIPAL TOBIAS BARRETO;2933307;Vitória da Conquista;29;BA;;206,0;;;;51,0;119,0;87,0;87,0;
29277698;CENTRO EDUCACIONAL MOISES MEIRA;2933307;Vitória da Conquista;29;BA;11,0;635,0;;;;72,0;245,0;401,0;401,0;
29280907;ESCOLA MUNICIPAL PAULINO SANTOS;2933307;Vitória da Conquista;29;BA;;43,0;;;;;18,0;25,0;25,0;
29278546;ESCOLA MUNICIPAL GILDASIO CAIRO DOS SANTOS;2933307;Vitória da Conquista;29;BA;;59,0;;;;;16,0;43,0;43,0;
29433398;ESCOLA MUNICIPAL ZULEMA COTRIM;2933307;Vitória da Conquista;29;BA;501,0;4,0;;;;;436,0;69,0;69,0;
29278414;ESCOLA MUNICIPAL JOSE GOMES NOVAIS;2933307;Vitória da Conquista;29;BA;44,0;392,0;1,0;;;;156,0;280,0;280,0;
29278511;ESCOLA MUNICIPAL EUCLIDES DA CUNHA;2933307;Vitória da Conquista;29;BA;3,0;297,0;1,0;;;;200,0;100,0;100,0;
29279453;ESCOLA MUNICIPAL PROFESSORA MARLENE FLORES;2933307;Vitória da Conquista;29;BA;525,0;115,0;;;;;482,0;158,0;158,0;
29278597;ESCOLA MUNICIPAL PROFESSORA HELENA CRISTALIA FERREIRA;2933307;Vitória da Conquista;29;BA;1069,0;25,0;4,0;;;;915,0;179,0;179,0;
29279259;ESCOLA MUNICIPAL JUIZ DOUTOR ANTONIO HELDER THOMAZ;2933307;Vitória da Conquista;29;BA;454,0;10,0;;;;;377,0;87,0;87,0;
29280621;ESCOLA MUNICIPAL RUI BARBOSA;2933307;Vitória da Conquista;29;BA;1,0;169,0;1,0;;;;124,0;46,0;46,0;
29280680;ESCOLA MUNICIPAL ALICE VELOSO;2933307;Vitória da Conquista;29;BA;;41,0;;;;;4,0;37,0;37,0;
29279330;ESCOLA MUNICIPAL PROFESSOR JOSIAS CASAES FRANCA;2933307;Vitória da Conquista;29;BA;4,0;230,0;;;;;94,0;140,0;140,0;
29280060;ESCOLA MUNICIPAL DOMINGOS DE OLIVEIRA;2933307;Vitória da Conquista;29;BA;1,0;316,0;;;;;26,0;291,0;291,0;
29278228;ESCOLA MUNICIPAL MARIO BATISTA;2933307;Vitória da Conquista;29;BA;430,0;7,0;;;;;294,0;143,0;143,0;
29281237;ESCOLA MUNICIPAL ANTONIO MACHADO RIBEIRO;2933307;Vitória da Conquista;29;BA;4,0;413,0;1,0;;;18,0;274,0;143,0;143,0;
29278767;ESCOLA MUNICIPAL PADRE ISIDORO;2933307;Vitória da Conquista;29;BA;13,0;326,0;;;;1,0;39,0;300,0;300,0;
29280575;ESCOLA MUNICIPAL PAULO SETUBAL;2933307;Vitória da Conquista;29;BA;7,0;793,0;;;;59,0;427,0;373,0;373,0;
29278805;ESCOLA MUNICIPAL PROFESSORA RIDALVA CORREA DE MELO FIGUEIREDO;2933307;Vitória da Conquista;29;BA;467,0;52,0;;;;14,0;435,0;84,0;84,0;
29281121;ESCOLA MUNICIPAL FRANCISCO ANTONIO VASCONCELOS;2933307;Vitória da Conquista;29;BA;12,0;415,0;1,0;;;138,0;108,0;319,0;319,0;
29468787;ESCOLA MUNICIPAL CONQUISTA CRIANCA;2933307;Vitória da Conquista;29;BA;208,0;6,0;;;;;58,0;156,0;156,0;
29444721;ESCOLA MUNICIPAL PEDRO FRANCISCO DE MORAES;2933307;Vitória da Conquista;29;BA;310,0;15,0;1,0;;;;285,0;40,0;40,0;
29278554;ESCOLA MUNICIPAL GOIABEIRA II;2933307;Vitória da Conquista;29;BA;;54,0;;;;;7,0;47,0;47,0;
29278384;ESCOLA MUNICIPAL BAIXA DA FARTURA;2933307;Vitória da Conquista;29;BA;26,0;173,0;;;;;27,0;172,0;172,0;
29361923;CENTRO MUNICIPAL DE EDUCACAO PROFESSOR PAULO FREIRE;2933307;Vitória da Conquista;29;BA;1382,0;9,0;2,0;;;;1223,0;168,0;168,0;
29330661;CENTRO MUNICIPAL DE EDUCACAO ERATHOSTHENES MENEZES;2933307;Vitória da Conquista;29;BA;4,0;412,0;1,0;;;34,0;110,0;306,0;306,0;
29277647;CENTRO EDUCACIONAL EURIPEDES PERI ROSA;2933307;Vitória da Conquista;29;BA;1,0;581,0;;;;27,0;157,0;425,0;425,0;
29278686;ESCOLA MUNICIPAL JOSE RODRIGUES DO PRADO;2933307;Vitória da Conquista;29;BA;16,0;598,0;;;;179,0;207,0;407,0;406,0;1,0
29370825;ESCOLA MUNICIPAL ERNESTO CHE GUEVARA;2933307;Vitória da Conquista;29;BA;3,0;55,0;;;;;3,0;55,0;55,0;
29399513;CRECHE ESCOLA ESPACO DA CRIANCA;2933307;Vitória da Conquista;29;BA;78,0;3,0;4,0;;;;32,0;49,0;49,0;
29444535;ESCOLA MUNICIPAL IRMA BARBOSA;2933307;Vitória da Conquista;29;BA;266,0;2,0;;;;;189,0;79,0;79,0;
29280303;ESCOLA MUNICIPAL PROFESSOR ANTONIO MOURA;2933307;Vitória da Conquista;29;BA;2,0;46,0;;;;;6,0;42,0;42,0;
29279437;ESCOLA MUNICIPAL MARIA LEAL;2933307;Vitória da Conquista;29;BA;11,0;488,0;;;;122,0;117,0;382,0;382,0;
29334179;ESCOLA MUNICIPAL FABIO HENRIQUE;2933307;Vitória da Conquista;29;BA;20,0;119,0;;;;;54,0;85,0;83,0;2,0
29278791;ESCOLA MUNICIPAL RAINHA DA PAZ;2933307;Vitória da Conquista;29;BA;508,0;2,0;;;;;444,0;66,0;66,0;
29278708;ESCOLA MUNICIPAL LYCIA PEDRAL;2933307;Vitória da Conquista;29;BA;664,0;8,0;3,0;;;;633,0;39,0;39,0;
29382653;EDUCANDARIO ESCADINHA DO SABER;2933307;Vitória da Conquista;29;BA;130,0;2,0;3,0;;;;132,0;;;
29277930;FENIX INSTITUTO EDUCACIONAL LTDA;2933307;Vitória da Conquista;29;BA;151,0;4,0;1,0;;;;155,0;;;
29280257;ESCOLA MUNICIPAL MEDEIROS DE ALBUQUERQUE;2933307;Vitória da Conquista;29;BA;1,0;82,0;;;;;83,0;;;
29438640;ESCOLA MUNICIPAL BATISTA PENIEL;2933307;Vitória da Conquista;29;BA;138,0;;;;;;138,0;;;
29279631;EDUCANDARIO GLAUBER ROCHA;2933307;Vitória da Conquista;29;BA;282,0;18,0;9,0;;;;300,0;;;
