COD INEP;Escola;COD Municipio;Cidade;COD UF;UF;Alunos na região urbana;Alunos na região rural;Total de alunos que não reside em localização diferenciada;Total de alunos residente em área remanescente de quilombo;Total de alunos residente em área indígena;Total de alunos residente em área de assentamento;Total de alunos que não utilizam transporte escolar público;Total de alunos que utilizam transporte escolar público;Total de alunos que não utilizam Tração Animal;Total de alunos que utilizam Tração Animal
29146925;ESCOLA MARIA ANUNCIACAO DO NASCIMENTO;2930501;Serrinha;29;BA;10,0;115,0;10,0;;;;1,0;124,0;124,0;
29146569;ESCOLA MUNICIPAL JOAO DE LIMA CARNEIRO;2930501;Serrinha;29;BA;7,0;152,0;4,0;;;;;159,0;159,0;
29145988;ESCOLA ANTONIO ALVES DA SILVA FILHO;2930501;Serrinha;29;BA;5,0;86,0;3,0;;;;9,0;82,0;82,0;
29443652;ESCOLA CLEON PIMENTEL FERREIRA;2930501;Serrinha;29;BA;8,0;53,0;1,0;;;;;61,0;61,0;
29146470;ESCOLA MUNICIPAL AURELINO VENANCIO DE ARAUJO;2930501;Serrinha;29;BA;2,0;67,0;5,0;;;;4,0;65,0;65,0;
29146674;ESCOLA MUNICIPAL JOEL ALVES DE MORAES;2930501;Serrinha;29;BA;4,0;131,0;14,0;;;;;135,0;135,0;
29145791;ESCOLA PLINIO CARNEIRO;2930501;Serrinha;29;BA;322,0;88,0;23,0;;;;311,0;99,0;99,0;
29418259;ESCOLA MUNICIPAL PROFESSORA MARIA DALVA DE OLIVEIRA;2930501;Serrinha;29;BA;21,0;133,0;18,0;;;;;154,0;154,0;
29146135;ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO APARECIDA;2930501;Serrinha;29;BA;39,0;147,0;16,0;;;;51,0;135,0;135,0;
29146615;ESCOLA ERALDO TINOCO;2930501;Serrinha;29;BA;8,0;67,0;5,0;;;;;75,0;75,0;
29145864;ESCOLA MUNICIPAL DIONISIO FRANCISCO DA SILVA;2930501;Serrinha;29;BA;18,0;215,0;14,0;;;;14,0;219,0;219,0;
29145481;ESCOLA MUNICIPAL ANTONIO LIMEIRA PINHEIRO ALVES;2930501;Serrinha;29;BA;5,0;39,0;2,0;;;;;44,0;44,0;
29145619;ESCOLA MUNICIPAL ANTONIO ALVES DA SILVA;2930501;Serrinha;29;BA;2,0;63,0;7,0;;;;;65,0;65,0;
29418003;ESCOLA JESUS DE NAZARE;2930501;Serrinha;29;BA;5,0;75,0;6,0;;;;1,0;79,0;79,0;
29146895;ESCOLA MUNICIPAL DE 1º E 2º GRAU JONICE SILVA LIMA;2930501;Serrinha;29;BA;17,0;127,0;11,0;;;;30,0;114,0;114,0;
29145686;ESCOLA MUNICIPAL CARLOS DE FREITAS MOTA JUNIOR;2930501;Serrinha;29;BA;6,0;59,0;1,0;;;;3,0;62,0;62,0;
29146496;ESCOLA MUNICIPAL BILA CARVALHO;2930501;Serrinha;29;BA;4,0;76,0;5,0;;;;;80,0;80,0;
29146429;ESCOLA MUNICIPAL DONA MARIA DOS PRAZERES;2930501;Serrinha;29;BA;3,0;89,0;10,0;;;;;92,0;92,0;
29145910;ESCOLA MUNICIPAL GERONIMO JOSE LUCIANO;2930501;Serrinha;29;BA;14,0;90,0;1,0;;;;2,0;102,0;102,0;
29145821;ESCOLA MUNICIPAL DERMEVAL OLIVEIRA;2930501;Serrinha;29;BA;21,0;268,0;22,0;;;;104,0;185,0;185,0;
29419794;ESCOLA MUNICIPAL DR MARIO PORCIUNCULA;2930501;Serrinha;29;BA;39,0;379,0;25,0;;;;33,0;385,0;385,0;
29146828;ESCOLA AMERICO PINHEIRO DE LIMA;2930501;Serrinha;29;BA;5,0;54,0;6,0;;;;;59,0;59,0;
29146399;COLEGIO MUNICIPAL MARIA NAZARE CAMPOS DE ARAUJO;2930501;Serrinha;29;BA;16,0;176,0;14,0;;;;89,0;103,0;103,0;
29146313;ESCOLA MUNICIPAL SANTO ANTONIO;2930501;Serrinha;29;BA;4,0;69,0;6,0;;;;;73,0;73,0;
29146054;ESCOLA MUNICIPAL MANOEL CARNEIRO TUY;2930501;Serrinha;29;BA;2,0;52,0;;;;;;54,0;54,0;
29145961;ESCOLA JOAO BATISTA DOS ANJOS;2930501;Serrinha;29;BA;3,0;46,0;11,0;;;;1,0;48,0;48,0;
29146640;ESCOLA FERNANDO CARNEIRO DA SILVA;2930501;Serrinha;29;BA;13,0;48,0;3,0;;;;4,0;57,0;57,0;
29146976;ESCOLA OLAVO COUTINHO;2930501;Serrinha;29;BA;14,0;165,0;6,0;;;;58,0;121,0;121,0;
29146186;ESCOLA MUNICIPAL OTAVIO COSTA;2930501;Serrinha;29;BA;6,0;53,0;4,0;;;;;59,0;59,0;
29146046;ESCOLA MUNICIPAL LUIZ PEDROSA NUNES;2930501;Serrinha;29;BA;5,0;81,0;1,0;;;;20,0;66,0;66,0;
29146453;ESCOLA MUNICIPAL SAO VICENTE DA MOMBACA;2930501;Serrinha;29;BA;11,0;225,0;20,0;;;;17,0;219,0;219,0;
29147395;ESCOLA MUNICIPAL MIGUEL ARCANJO CARVALHO;2930501;Serrinha;29;BA;;53,0;7,0;;;;;53,0;53,0;
29145589;ESCOLA MUNICIPAL ANTONIO PINHEIRO DA MOTA NETO;2930501;Serrinha;29;BA;7,0;123,0;4,0;;;;1,0;129,0;129,0;
29146020;ESCOLA MUNICIPAL JOSE SOARES DA SILVA;2930501;Serrinha;29;BA;10,0;101,0;6,0;;;;;111,0;111,0;
29443830;ESCOLA CARLOS AUGUSTO VILALVA NEGREIRO FALCAO;2930501;Serrinha;29;BA;180,0;48,0;26,0;;;;176,0;52,0;52,0;
29467675;CENTRO EDUCACIONAL LFS;2930501;Serrinha;29;BA;73,0;11,0;1,0;;;;84,0;;;
29147093;ESCOLA MUNICIPAL SOFIA KATEB PEREIRA DA SILVA;2930501;Serrinha;29;BA;79,0;17,0;3,0;;;;96,0;;;
29147280;ESCOLA MUNICIPAL GRACILIANO DE FREITAS;2930501;Serrinha;29;BA;145,0;23,0;8,0;;;;168,0;;;
29436982;ESCOLA EDUCACAO INFANTIL;2930501;Serrinha;29;BA;113,0;5,0;10,0;;;;118,0;;;
29147247;ESCOLA ANA OLIVEIRA;2930501;Serrinha;29;BA;204,0;31,0;44,0;;;;235,0;;;
29145813;ESCOLA DE 1º GRAU ALOIZIO CARNEIRO;2930501;Serrinha;29;BA;70,0;8,0;8,0;;;;78,0;;;
29147298;ESCOLA MUNICIPAL IVETE OLIVEIRA;2930501;Serrinha;29;BA;367,0;55,0;44,0;;;;422,0;;;
29147328;ESCOLA MUNICIPAL JOSE RAMOS DE MENEZES;2930501;Serrinha;29;BA;140,0;36,0;11,0;;;;176,0;;;
29418380;ESCOLA DE PRIMEIRO GRAU CRIANCA FELIZ;2930501;Serrinha;29;BA;139,0;28,0;25,0;;;;167,0;;;
29473527;ESCOLA FUTURO FELIZ;2930501;Serrinha;29;BA;26,0;2,0;1,0;;;;28,0;;;
29146526;ESCOLA MUNICIPAL HERMILIA BASTOS CARNEIRO DA SILVA;2930501;Serrinha;29;BA;129,0;21,0;13,0;;;;150,0;;;
29397260;ESCOLA SORRISO DE CRIANCA;2930501;Serrinha;29;BA;113,0;41,0;1,0;;;;154,0;;;
29418399;COLEGIO EDUCARTE;2930501;Serrinha;29;BA;358,0;26,0;;;;;384,0;;;
29147379;COOPERATIVA DE EDUC INT SERRINHENSE - COOPEISE;2930501;Serrinha;29;BA;187,0;26,0;3,0;;;;213,0;;;
29882770;COLEGIO GOLDEN;2930501;Serrinha;29;BA;145,0;20,0;1,0;;;;165,0;;;
29145554;ESCOLA DENGO DA MAMAE;2930501;Serrinha;29;BA;22,0;8,0;2,0;;;;30,0;;;
29692628;COLEGIO DELTA;2930501;Serrinha;29;BA;286,0;26,0;3,0;;;;312,0;;;
29147166;EDUCANDARIO NATUREZA;2930501;Serrinha;29;BA;130,0;6,0;2,0;;;;136,0;;;
29397669;ESCOLINHA CASINHA DO SABER;2930501;Serrinha;29;BA;43,0;7,0;5,0;;;;50,0;;;
29146577;ESCOLA MUNICIPAL DOUTOR JOAO TRINDADE;2930501;Serrinha;29;BA;243,0;80,0;7,0;;;;323,0;;;
29147131;CENTRO EDUCACIONAL FUTURA;2930501;Serrinha;29;BA;96,0;4,0;;;;;100,0;;;
29449049;ESCOLA LAPIS DE COR;2930501;Serrinha;29;BA;63,0;3,0;1,0;;;;66,0;;;
29451310;ESCOLA MARIA ALEXANDRINA DOS SANTOS;2930501;Serrinha;29;BA;1,0;16,0;;;;;17,0;;;
29147220;ESCOLA CARLOS DE FREITAS MOTA;2930501;Serrinha;29;BA;139,0;31,0;30,0;;;;170,0;;;
29399351;ESCOLA AMIGUINHOS DO SABER;2930501;Serrinha;29;BA;14,0;1,0;2,0;;;;15,0;;;
29418348;ESCOLA DE 1º GRAU MUNDO DA CRIANCA;2930501;Serrinha;29;BA;50,0;8,0;1,0;;;;58,0;;;
29145511;COLEGIO COMERCIAL;2930501;Serrinha;29;BA;254,0;3,0;184,0;;;;257,0;;;
29462959;ESCOLA MUNICIPAL LEOBINO CARDOSO RIBEIRO;2930501;Serrinha;29;BA;335,0;170,0;18,0;;;;505,0;;;
29418267;ESCOLINHA SOSSEGO DA MAMAE;2930501;Serrinha;29;BA;28,0;16,0;2,0;;;;41,0;3,0;3,0;
29147301;ESCOLA JOAO BARBOSA DE OLIVEIRA;2930501;Serrinha;29;BA;81,0;15,0;3,0;;;;92,0;4,0;4,0;
29146550;ESCOLA MUNICIPAL PROFESSORA MARIA MARLENE DE MATOS BACELAR;2930501;Serrinha;29;BA;104,0;17,0;27,0;;;;115,0;6,0;6,0;
29147140;CENTRO EDUCACIONAL EDUARDO NETO;2930501;Serrinha;29;BA;186,0;31,0;17,0;;;;210,0;7,0;7,0;
29145767;CENTRO SOCIAL URBANO DALVA NEGREIROS;2930501;Serrinha;29;BA;88,0;62,0;11,0;;;;140,0;10,0;10,0;
29146518;ESCOLA MUNICIPAL CLAUDIONOR FERREIRA DA SILVA;2930501;Serrinha;29;BA;1,0;10,0;;;;;;11,0;11,0;
29145503;ESCOLA MONSENHOR DEMOCRITO MENDES DE BARROS;2930501;Serrinha;29;BA;491,0;118,0;16,0;;;;590,0;19,0;19,0;
29146755;ESCOLA JOSE ROBERTO DOS SANTOS;2930501;Serrinha;29;BA;1,0;20,0;;;;;;21,0;21,0;
29443857;ESCOLA MUNICIPAL MARIA AUREA PIMENTEL FERREIRA;2930501;Serrinha;29;BA;346,0;108,0;22,0;;;;428,0;26,0;26,0;
29426421;CENTRO EDUCACIONAL CASA DO MENOR;2930501;Serrinha;29;BA;326,0;65,0;26,0;;;;361,0;30,0;30,0;
29172560;EE - COLEGIO ESTADUAL FLORENTINO FIRMINO DE ALMEIDA- TEMPO INTEGRAL;2928703;Santo Antônio de Jesus;29;BA;382,0;74,0;37,0;;;;289,0;167,0;167,0;
29172284;ESCOLA MUNICIPAL DR ANTONIO ARAUJO COSTA DE ALBURQUERQUE;2928703;Santo Antônio de Jesus;29;BA;;61,0;8,0;;;;;61,0;61,0;
29172713;ESCOLA MUNICIPAL PADRE MANOEL DA NOBREGA;2928703;Santo Antônio de Jesus;29;BA;2,0;52,0;2,0;;;;;54,0;54,0;
29172500;ESCOLA MUNICIPAL REUNIDAS ISAIAS ALVES;2928703;Santo Antônio de Jesus;29;BA;255,0;45,0;14,0;;;;174,0;126,0;126,0;
29172098;ESCOLA MUNICIPAL DR ROMULO BARRETO DE ALMEIDA;2928703;Santo Antônio de Jesus;29;BA;109,0;27,0;35,0;;;;97,0;39,0;39,0;
29171806;ESCOLA MUNICIPAL DEMOCRATICA PROFESSOR ANISIO TEIXEIRA;2928703;Santo Antônio de Jesus;29;BA;302,0;23,0;1,0;;;;279,0;46,0;46,0;
29172764;ESCOLA MUNICIPAL ARGEMIRO JOSE DAS MERCES;2928703;Santo Antônio de Jesus;29;BA;41,0;25,0;3,0;;;;14,0;52,0;52,0;
29171776;ESCOLA MUNICIPALIZADA CEFIRA BAILAO DINIZ;2928703;Santo Antônio de Jesus;29;BA;258,0;29,0;1,0;;;;96,0;191,0;191,0;
29172268;ESCOLA MUNICIPAL MADRE MARIA GORETTI NERY;2928703;Santo Antônio de Jesus;29;BA;243,0;19,0;37,0;;;;191,0;71,0;71,0;
29171962;ESCOLA MUNICIPAL HERCILIA TINOCO ANDRADE;2928703;Santo Antônio de Jesus;29;BA;377,0;58,0;;;;;300,0;135,0;135,0;
29406056;ESCOLA MUNICIPAL DEPUTADO LUIS EDUARDO MARON DE MAGALHAES;2928703;Santo Antônio de Jesus;29;BA;717,0;355,0;30,0;;;;349,0;723,0;723,0;
29172640;ESCOLA MUNICIPAL FLORENTINO FIRMINO DE ALMEIDA;2928703;Santo Antônio de Jesus;29;BA;417,0;100,0;17,0;;;;375,0;142,0;142,0;
29172314;ESCOLA MUNICIPAL FRANCISCO ANTONIO OLIVEIRA;2928703;Santo Antônio de Jesus;29;BA;11,0;41,0;12,0;;;;;52,0;52,0;
29400350;EE - COLEGIO ESTADUAL RENATO MACHADO;2928703;Santo Antônio de Jesus;29;BA;486,0;52,0;;;;;390,0;148,0;148,0;
29171830;EE - COLEGIO ESTADUAL MARIA CONCEICAO COSTA E SILVA DE OLIVEIRA;2928703;Santo Antônio de Jesus;29;BA;303,0;199,0;47,0;;;;307,0;195,0;195,0;
29172357;ESCOLA MUNICIPAL JOAO DA CRUZ SOUZA;2928703;Santo Antônio de Jesus;29;BA;;68,0;13,0;;;;2,0;66,0;66,0;
29171709;ESCOLA MUNICIPAL ANTONIO FRAGA;2928703;Santo Antônio de Jesus;29;BA;177,0;13,0;8,0;;;;97,0;93,0;93,0;
29172535;ESCOLA MUNICIPAL ADEMARIO FRANCISCO DOS SANTOS;2928703;Santo Antônio de Jesus;29;BA;11,0;183,0;5,0;;;;3,0;191,0;191,0;
29172217;ESCOLA MUNICIPAL TIRO DE GUERRA;2928703;Santo Antônio de Jesus;29;BA;234,0;29,0;4,0;;;;193,0;70,0;70,0;
29172551;ESCOLA MUNICIPAL CELESTINO ANISIO PIMENTA;2928703;Santo Antônio de Jesus;29;BA;439,0;86,0;151,0;;;;322,0;203,0;202,0;1,0
29172772;ESCOLA MUNICIPAL PERICLES MORAES DE ANDRADE;2928703;Santo Antônio de Jesus;29;BA;265,0;19,0;15,0;;;;89,0;195,0;195,0;
29172594;ESCOLA MUNICIPAL ANESIO FERREIRA LEAO;2928703;Santo Antônio de Jesus;29;BA;1,0;37,0;2,0;;;;;38,0;38,0;
29172608;ESCOLA MUNICIPAL ANTONIO MATEUS DOS SANTOS;2928703;Santo Antônio de Jesus;29;BA;3,0;240,0;72,0;;;;10,0;233,0;233,0;
29172578;ESCOLA MUNICIPAL FRANCISCO SERGIO MURICY SANTANA;2928703;Santo Antônio de Jesus;29;BA;7,0;137,0;55,0;;;;;144,0;144,0;
29565600;ESCOLA CRIA-ACAO;2928703;Santo Antônio de Jesus;29;BA;21,0;4,0;;;;;25,0;;;
29406102;ESCOLA ALTERNATIVA;2928703;Santo Antônio de Jesus;29;BA;64,0;24,0;3,0;;;;88,0;;;
29560632;CRECHE ESCOLA ESPACO PEDAGOGICO;2928703;Santo Antônio de Jesus;29;BA;55,0;8,0;;;;;63,0;;;
29398533;SESC - EDUCACAO SANTO ANTONIO DE JESUS;2928703;Santo Antônio de Jesus;29;BA;325,0;14,0;6,0;;;;339,0;;;
29172004;ESCOLA MUNICIPAL MARIA PESSOA SALES;2928703;Santo Antônio de Jesus;29;BA;11,0;75,0;1,0;;;;86,0;;;
29171652;COLEGIO SANTO ANTONIO DE JESUS;2928703;Santo Antônio de Jesus;29;BA;652,0;12,0;7,0;;;;664,0;;;
29406072;ESCOLA BAMBINOS;2928703;Santo Antônio de Jesus;29;BA;66,0;;;;;;66,0;;;
29172403;ESCOLA OS PIRRALHOS;2928703;Santo Antônio de Jesus;29;BA;569,0;86,0;118,0;;;;655,0;;;
29472466;RIBEIRO E ALMEIDA CENTRO EDUCACIONAL LTDA ME;2928703;Santo Antônio de Jesus;29;BA;246,0;;154,0;;;;246,0;;;
29562619;ESCOLA LUZ DA INFANCIA;2928703;Santo Antônio de Jesus;29;BA;17,0;2,0;;;;;19,0;;;
29560624;ESCOLA GENTE INOCENTE;2928703;Santo Antônio de Jesus;29;BA;71,0;1,0;5,0;;;;72,0;;;
29171792;EE - COLEGIO ESTADUAL LUIZ VIANA FILHO- TEMPO INTEGRAL;2928703;Santo Antônio de Jesus;29;BA;93,0;12,0;;;;;105,0;;;
29353874;CENTRO EDUCACIONAL DO ANDAIA;2928703;Santo Antônio de Jesus;29;BA;236,0;26,0;12,0;;;;262,0;;;
29400340;ESCOLA CRIATIVA;2928703;Santo Antônio de Jesus;29;BA;282,0;9,0;5,0;;;;291,0;;;
29406129;ESCOLA ARTE E SABER;2928703;Santo Antônio de Jesus;29;BA;71,0;6,0;1,0;;;;77,0;;;
29172829;ESCOLA MUNICIPAL ERNESTO DANTAS DE OLIVEIRA;2928703;Santo Antônio de Jesus;29;BA;240,0;25,0;5,0;;;;265,0;;;
29406080;COOPERATIVA EDUCACIONAL DE SANTO ANTONIO DE JESUS RESP LTDA;2928703;Santo Antônio de Jesus;29;BA;388,0;6,0;391,0;;;1,0;394,0;;;
29563615;ESCOLA LAR E LAZER;2928703;Santo Antônio de Jesus;29;BA;10,0;;;;;;10,0;;;
29441021;ESCOLA RECANTO INFANTIL;2928703;Santo Antônio de Jesus;29;BA;20,0;;2,0;;;;20,0;;;
29172519;COLEGIO MARQUES E SILVA LTDA;2928703;Santo Antônio de Jesus;29;BA;89,0;9,0;1,0;;;;98,0;;;
29172411;CENTRO EDUCACIONAL DESAFIO;2928703;Santo Antônio de Jesus;29;BA;20,0;2,0;1,0;;;;22,0;;;
29172276;ESCOLA MODELO;2928703;Santo Antônio de Jesus;29;BA;86,0;6,0;4,0;;;;92,0;;;
29461642;ESCOLA LAPIS MAGICO;2928703;Santo Antônio de Jesus;29;BA;29,0;1,0;;;;;30,0;;;
29560659;ESCOLA CONSTRUIR;2928703;Santo Antônio de Jesus;29;BA;16,0;;1,0;;;;16,0;;;
29406145;ESCOLA BEM QUERER;2928703;Santo Antônio de Jesus;29;BA;22,0;2,0;;;;;24,0;;;
29562627;CENTRO EDUCACIONAL ALIANCA;2928703;Santo Antônio de Jesus;29;BA;1,0;;;;;;1,0;;;
29172365;ESCOLA MUNICIPAL MADRE MARIA DO ROSARIO DE ALMEIDA I;2928703;Santo Antônio de Jesus;29;BA;105,0;6,0;;;;;111,0;;;
29171580;CENTRO EDUCACIONAL PADRE MATEUS;2928703;Santo Antônio de Jesus;29;BA;259,0;10,0;5,0;;;;269,0;;;
29172390;ESCOLA NOBRE;2928703;Santo Antônio de Jesus;29;BA;208,0;2,0;3,0;;;;210,0;;;
29406110;CENTRO EDUCACIONAL IDEAL;2928703;Santo Antônio de Jesus;29;BA;179,0;2,0;4,0;;;;181,0;;;
29406153;ESCOLA ADVENTISTA DE SANTO ANTONIO DE JESUS;2928703;Santo Antônio de Jesus;29;BA;164,0;9,0;52,0;;;;173,0;;;
29172160;COLEGIO STATUS;2928703;Santo Antônio de Jesus;29;BA;256,0;8,0;;;;;264,0;;;
29171644;COLEGIO NOVO ESPACO;2928703;Santo Antônio de Jesus;29;BA;137,0;4,0;8,0;;;;141,0;;;
29172799;ESCOLA MUNICIPAL IRMA HELENA ALVES DA SILVA;2928703;Santo Antônio de Jesus;29;BA;20,0;2,0;;;;;22,0;;;
29469457;UNIVERSIDADE DA CRIANCA;2928703;Santo Antônio de Jesus;29;BA;35,0;;;;;;35,0;;;
29848733;CENTRO EDUCACIONAL MEU ESPACO;2928703;Santo Antônio de Jesus;29;BA;129,0;10,0;3,0;;;;138,0;1,0;1,0;
29501407;ESCOLA TURMA DA MONICA;2928703;Santo Antônio de Jesus;29;BA;101,0;20,0;;;;;119,0;2,0;2,0;
29171920;ESCOLA MUNICIPAL MADRE MARIA DO ROSARIO DE ALMEIDA II;2928703;Santo Antônio de Jesus;29;BA;182,0;25,0;14,0;;;;202,0;5,0;5,0;
29171911;ESCOLA MUNICIPAL LUIZ ARGOLO;2928703;Santo Antônio de Jesus;29;BA;62,0;5,0;6,0;;;;60,0;7,0;7,0;
29172330;ESCOLA MUNICIPAL MAXIMO AQUINO PEIXOTO;2928703;Santo Antônio de Jesus;29;BA;1,0;11,0;4,0;;;;2,0;10,0;10,0;
29171598;CENTRO COMUNITARIO DO CAJUEIRO;2928703;Santo Antônio de Jesus;29;BA;39,0;3,0;2,0;;;;31,0;11,0;11,0;
29172659;ESCOLA MUNICIPAL IVANY GOMES DE GUSMAO;2928703;Santo Antônio de Jesus;29;BA;5,0;20,0;;;;;12,0;13,0;13,0;
29172730;ESCOLA MUNICIPAL PROFESSORA MARIA AUGUSTA LOPES FERREIRA;2928703;Santo Antônio de Jesus;29;BA;105,0;7,0;1,0;;;;99,0;13,0;13,0;
29172322;ESCOLA MUNICIPAL ANTONIO MANOEL VIEIRA;2928703;Santo Antônio de Jesus;29;BA;2,0;12,0;3,0;;;;;14,0;14,0;
29172543;ESCOLA MUNICIPAL NOSSA SENHORA DA CONCEICAO;2928703;Santo Antônio de Jesus;29;BA;;18,0;4,0;;;;;18,0;18,0;
29172632;ESCOLA MUNICIPAL ERNESTO GEISEL;2928703;Santo Antônio de Jesus;29;BA;23,0;12,0;15,0;;;;11,0;24,0;24,0;
29171750;CRECHE ESCOLA BONS AMIGOS;2928703;Santo Antônio de Jesus;29;BA;58,0;16,0;24,0;;;;50,0;24,0;24,0;
29421187;ESCOLA MUNICIPAL GREGORIO LUIS DOS SANTOS;2928703;Santo Antônio de Jesus;29;BA;2,0;27,0;;;;;1,0;28,0;28,0;
29172616;ESCOLA MUNICIPAL AUREA CHAMUSCA;2928703;Santo Antônio de Jesus;29;BA;15,0;131,0;7,0;;;;115,0;31,0;31,0;
29172853;ESCOLA MUNICIPAL FLORENCIO FERREIRA;2928703;Santo Antônio de Jesus;29;BA;;33,0;6,0;;;;2,0;31,0;31,0;
29172845;ESCOLA MUNICIPAL MACARIO BISPO DOS SANTOS;2928703;Santo Antônio de Jesus;29;BA;;36,0;;;;;4,0;32,0;32,0;
29172683;ESCOLA MUNICIPAL MARIA DE LOURDES QUEIROZ DE ALMEIDA;2928703;Santo Antônio de Jesus;29;BA;1,0;32,0;7,0;;;;1,0;32,0;32,0;
29172837;ESCOLA MUNICIPAL FLORISVALDO JOSE DOS SANTOS;2928703;Santo Antônio de Jesus;29;BA;1,0;34,0;9,0;;;;;35,0;35,0;
29172667;ESCOLA MUNICIPAL JOSE SA TELES;2928703;Santo Antônio de Jesus;29;BA;4,0;31,0;;;;;;35,0;35,0;
29201365;ESCOLA MUNICIPAL VEREADOR JOAO DE OLIVEIRA CAMPOS;2930709;Simões Filho;29;BA;202,0;12,0;186,0;;;;112,0;102,0;102,0;
29201268;ESCOLA MUNICIPAL CASTRO ALVES;2930709;Simões Filho;29;BA;264,0;29,0;278,0;;;;250,0;43,0;43,0;
29201993;INSTITUTO BATISTA DE EDUCACAO;2930709;Simões Filho;29;BA;251,0;2,0;219,0;;;;220,0;33,0;33,0;
29356075;ESCOLA BARBARA ANDREA BRITES DO CARMO;2930709;Simões Filho;29;BA;516,0;25,0;498,0;;;;412,0;129,0;129,0;
29201063;EE - COLEGIO ESTADUAL REITOR MIGUEL CALMON;2930709;Simões Filho;29;BA;375,0;11,0;;;;;272,0;114,0;114,0;
29201373;EE - COLEGIO ESTADUAL POLIVALENTE DE ARATU;2930709;Simões Filho;29;BA;421,0;7,0;1,0;;;;238,0;190,0;190,0;
29414911;ESCOLA MUNICIPAL PROFESSORA JUCIETE SOUZA MOTA SOARES;2930709;Simões Filho;29;BA;329,0;9,0;315,0;;;;282,0;56,0;56,0;
29414954;ESCOLA AFONSO VALIDO DA CONCEICAO;2930709;Simões Filho;29;BA;12,0;66,0;72,0;;;;16,0;62,0;62,0;
29201756;ESCOLA MUNICIPAL PROFºAPOLINARIO FERREIRA BORGES;2930709;Simões Filho;29;BA;185,0;5,0;5,0;;;;101,0;89,0;89,0;
29201020;EE - CENTRO EDUCACIONAL SANTO ANTONIO;2930709;Simões Filho;29;BA;434,0;15,0;1,0;;;;328,0;121,0;121,0;
29201284;ESCOLA MUNICIPAL PADRE EMILIE FELIX WAGNER;2930709;Simões Filho;29;BA;46,0;43,0;79,0;;;;14,0;75,0;75,0;
29201071;COLEGIO MUNICIPAL GEORGINA DE SOUZA SIMOES;2930709;Simões Filho;29;BA;887,0;49,0;837,0;;;;402,0;534,0;534,0;
29201519;ESCOLA MUNICIPAL DOM FRANCISCO LEITE;2930709;Simões Filho;29;BA;69,0;174,0;203,0;;;;98,0;145,0;145,0;
29201888;ESCOLA VEREADOR EDULINDO R MONTEIRO;2930709;Simões Filho;29;BA;17,0;104,0;115,0;;;;10,0;111,0;111,0;
29201250;ESCOLA MUNICIPAL CASTELO BRANCO;2930709;Simões Filho;29;BA;6,0;129,0;131,0;;;;29,0;106,0;106,0;
29414989;ESCOLA MUNICIPAL PROF MARIA DE JESUS CORREIA;2930709;Simões Filho;29;BA;65,0;37,0;85,0;1,0;;;8,0;94,0;94,0;
29201829;ESCOLA PROFESSOR HILDERICO PINHEIRO;2930709;Simões Filho;29;BA;89,0;150,0;221,0;;;;29,0;210,0;210,0;
29201438;ESCOLA MUNICIPAL PERICLES RENI DE SOUZA;2930709;Simões Filho;29;BA;75,0;80,0;134,0;;;;97,0;58,0;58,0;
29201586;ESCOLA MUNICIPAL DEMOCRATICA DE 1 GRAU DIACONO F BRITTO;2930709;Simões Filho;29;BA;191,0;10,0;189,0;;;;147,0;54,0;54,0;
29201047;COLEGIO MUNICIPAL PADRE LUIZ PALMEIRA;2930709;Simões Filho;29;BA;953,0;135,0;955,0;;;1,0;457,0;631,0;631,0;
29201691;ESCOLA PRO ANTONIA GONCALVES DE SOUZA;2930709;Simões Filho;29;BA;99,0;168,0;221,0;;;3,0;61,0;206,0;206,0;
29201535;EE - COLEGIO ESTADUAL DOUTOR LUIZ VIANA FILHO;2930709;Simões Filho;29;BA;111,0;1,0;;;;;112,0;;;
29437237;COLEGIO LDI;2930709;Simões Filho;29;BA;269,0;1,0;161,0;;;;270,0;;;
29201810;ESCOLA MUNICIPAL PROFESSORA HERMELINA SOUZA;2930709;Simões Filho;29;BA;243,0;6,0;225,0;;;;249,0;;;
29463270;CRECHE ESCOLA JEITO DE APREENDER;2930709;Simões Filho;29;BA;22,0;;;;;;22,0;;;
29201748;ESCOLA MUNICIPAL EDVALDO GOMES PASSOS;2930709;Simões Filho;29;BA;114,0;6,0;107,0;;;;120,0;;;
29354188;ESCOLA MUNICIPAL ELAINE DE SANTANA SANTOS;2930709;Simões Filho;29;BA;124,0;4,0;116,0;;;;128,0;;;
29353904;EDUCANDARIO DAGMAR RIBEIRO;2930709;Simões Filho;29;BA;90,0;;3,0;;;;90,0;;;
29452830;COLEGIO MULTIMUNDO;2930709;Simões Filho;29;BA;59,0;8,0;7,0;;;;67,0;;;
29201136;ESCOLA JOSELITA INVENCAO;2930709;Simões Filho;29;BA;85,0;3,0;78,0;;;;88,0;;;
29201969;COLEGIO MARIA JOSE;2930709;Simões Filho;29;BA;730,0;17,0;12,0;;;;747,0;;;
29415039;ESCOLA PEDRO CERQUEIRA SANTOS;2930709;Simões Filho;29;BA;112,0;5,0;104,0;;;;117,0;;;
29450578;ESCOLA NOSSO RAIO DE SOL;2930709;Simões Filho;29;BA;71,0;;1,0;;;;71,0;;;
29201764;ESCOLA MUNICIPAL PROFESSOR ADROALDO RIBEIRO COSTA;2930709;Simões Filho;29;BA;174,0;9,0;164,0;;;;183,0;;;
